job_name,comp_name,job_desc,job_tags
Customer Service Intern 客戶服務實習生（提供轉正機會）,Cake,"品的打造！

職缺介紹
你喜歡解決問題、對使用者經驗充滿好奇嗎？我們正在尋找一位細心、有耐心的實習夥伴加入客服團隊，成為求職者 / 企業用戶與我們平台之間的重要橋梁。
在這個角色中，你將",[]
AI 網路爬蟲實習生,大數軟體有限公司 - LargitData,您是否對人工智慧和資料分析產生興趣？您是否想深入了解如何通過數據分析和機器學習從大數據中發掘商業機會？如果您回答是，那麼加入大數軟體可能會是您實現這些目標的最佳途徑。大,"['Python', 'Crawler', 'Big Data', '']"
【兼職】行銷工讀/實習生－加密貨幣/區塊鏈/財經相關（學生、應屆畢業可）,幣修學分有限公司,此職缺主線任務為協助行銷上的交辦事物（數位、內容、社群... 等），具備經濟/金融市場/區塊鏈/加密貨幣/web3/理財領域的相關基礎知識的人，會更容易上手；有很大機會會接觸到核心業,"['Notion', 'Microsoft Office', 'Google Drive']"
政府資源與企業資源企劃實習生,夢想銀號科技股份有限公司 （DreamLoan）,"【歡迎 2025年 9月起有興趣可投入實習的同學們加入喔!!!】 
💡在這實習您將享有：


● 開放舒適的辦公空間

● 友善、尊重的工作文化

● 學習不完的新知、從 0 到 1 的創業體驗&nbsp;&nbsp;

● 金融科技知識的學習，並","['松山區', '台北', 'word', '']"
經營/影音行銷管理實習生,夢想銀號科技股份有限公司 （DreamLoan）,"【誠徵 - 經營管理實習生一位、影音行銷實習生一位，歡迎 2025年 9月起可投入實習的同學們來申請】【經營管理實習生】說明如下：
💡在這裡實習將會擁有：
● 學習不完的新知與投融資評估實務，可從旁","['剪映', 'word', 'powerpoint', '']"
SEO內容編輯實習生（可遠端作業）,夢想銀號科技股份有限公司 （DreamLoan）,"【歡迎 2025年 9月起有興趣可投入實習的同學們加入喔】
💡在這裡實習將會擁有：
● 學習不完的新知與投融資評估實務，可從旁觀察公司創業過程與發展。
● 金融科技知識的學習，並有 Mentor 給予建議","['GA', 'ChatGPT']"
行銷營運實習生,獨角獸股份有限公司,加入獨角獸股份有限公司，成為我們的行銷營運實習生！我們是台灣最大網路原生精華液品牌 BFFECT，我們是一家以用戶為中心，科學數據為基礎的D2C公司，致力於打造科學有效的產品。這個職位將讓,"['短影音', 'LINE', 'Instagram', '', '']"
2025 UNIQLO 全球儲備菁英 <U先培訓營> 店鋪實習計畫,UNIQLO台灣_台灣優衣庫有限公司,"即日起至2025/10/3(五)前，填寫表單應徵才具備申請資格！►&nbsp;Step 1 點擊下方<立即應徵>►&nbsp;Step 2 連結到外導表單連結►&nbsp;Step 3 填寫表單並提交

【徵才計畫簡介】
🔥限量招募中🔥2025 UNIQLO 全球儲備菁英 U先","['新鮮人', '應屆畢業', '實習生招募', '']"
短影音實習生,Dcard 狄卡科技股份有限公司,快速變化的社群生態，我們期待更多優秀的人才加入 Dcard。為了達成這個目標，我們需要「短影音後製實習生」加入我們。你將參與短影音從零到一的製作過程，實際參與頻道經營與創作，達到 Dcard Video 永續,"['Premiere', 'Photoshop']"
社群行銷短影音實習,非常婚禮veryWed,參與社群行銷企劃發想、執行製作社群貼文，短影音製作發布協助社群廣告行銷觀察行銷數據與行銷成果&nbsp;協助成效整理與數據分析社群相關媒體詢問回覆非常婚禮社群維護,"['PowerPoint', 'Google Drive', 'Excel']"
品牌行銷實習,非常婚禮veryWed,"介紹非常婚禮與活動品牌聯合活動推廣執行與既有品牌討論溝通，定期更新活動協助品牌策略協助製作品牌活動企劃簡報品牌活動結案報告說明文案,圖片或短影音製作","['Google Drive', 'Excel']"
【2025人才儲備計畫】業務支援實習生,舒美興業股份有限公司,"【業務實習生招募中！你，就是我們在找的業務儲備人才！】
想成為業務高手？我們正在尋找 聰明、積極、願意挑戰自我的實習夥伴
在這裡，不只是學習基本功，更能培養你成為團隊不可或缺的人才！

▋ 你",[]
Sales Development Representative Intern 商機拓展部門實習生,inline 樂排股份有限公司,"inline is a fast-growing restaurant tech startup that helps restaurants streamline reservations and table management. Our platform is trusted by thousands of venues — from leading chain brands and Michelin-starred restaurants to bustling shopping malls and local favorites.
We also collaborate with food-tech platforms, social apps, and media partners to boost our clients’ visibility and business growth. With operations across Tokyo, Osaka, Hong Kong, Taipei, Kuala Lumpur, Vancouver, Mel","['Salesforce', 'Google Sheets', 'Excel']"
Internship Program | 電商團隊誠徵實習生,Infinity Beauty Ltd. 哿鑫國際股份有限公司,"姬菈原生是國內專營全球小眾非主流美妝的通路龍頭，以敏銳的市場眼光結合內容行銷及社群營運能力著稱。這是一個能近距離參與台灣電商市場實戰的絕佳機會！
目前開放兩個長期的實習",[]
雙橡｜市場拓張與行銷｜儲備幹部實習生 BD Intern 2025,雙橡教育 Twin Oaks,"【市場拓張與行銷｜儲備幹部實習生 BD Intern】
將協助雙橡一起打開知名度，擴大我們的社群，增加 Brand Love,&nbsp;Scale Up the Business Size！

工作內容：
【BD Team】
市場研究 (10% 時間)市場研究：收集數據、報告，了解產業趨勢與改變消費者","['儲備幹部職缺專區', '儲備幹部', 'WFH', '']"
廣告平台營運實習生,Dcard 狄卡科技股份有限公司,速變化的社群生態，我們期待更多優秀的人才加入 Dcard。為了達成這個目標，我們需要廣告平台營運實習生加入我們，協助 Dcard Ads 團隊為客戶提供最好的服務；加入這個熱愛挑戰的團隊，一起打造出千,"['數據分析', '廣告平台', 'Line OA']"
長期Intern計畫_網頁開發實習生,DISCO TAIWAN 迪思科高科技,"畫，擔任網頁開發實習生。期待透過本次實習計畫可以培養和我們企業理念相同且對網頁開發、維護有熱誠的人才，一起持續成長、進化，Always the best, Always fun.我們將優先提供優秀實習生轉正、預聘的機會。",['']
電商運營｜行銷企劃｜產品行銷實習生 • Product Marketing Intern,亞尼活力有限公司,桌站著工作）重點是主管願意賦權又沒有距離感可以高程度執行貢獻和見證工作成果，這麼棒的實習你不可錯過【 工作內容】1. 協助電商行銷（真正一條龍學會SEO 專案企劃能力）2. 短影音拍攝,"['Word', 'PowerPoint', 'Photoshop', '']"
【Taiwan Mobile 實習計畫】Intern-電信金融UI/剪輯設計,台灣大哥大,「台灣大實習計畫」熱烈招募中，實習生不限國籍、實習時間不限寒暑假、實習期間將由專屬導師(Mentor)帶領您，讓您和業界接軌，成為引導Web 3新時代的科技菁英，跟著我們一起Open Possible 展開您的人生新篇,[]
【Taiwan Mobile 科技大神培育實習計畫】Intern-IT,台灣大哥大,台灣大「科技大神培育實習計畫」熱烈招募中，實習生不限國籍、實習時間不限寒暑假、工作地點不限線上或線下(實體)，實習期間將由專屬導師(Mentor)帶領您透過實作，學習產業實用的技術框架，讓您和業,[]
【Taiwan Mobile 實習計畫】Intern-總經理室專案企劃,台灣大哥大,"專案參與：前瞻產業趨勢與商機研究
■ 研究與集團相關趨勢產業、參與企業創新加速器專案、市場資訊蒐集",[]
AI社群實習生,台灣靈境雲計算科技有限公司,"Social Media Management

Plan, create, and schedule engaging content across Twitter/X, Instagram, LinkedIn, and Discord


Stay on top of AI trends and turn them into community-friendly content


Help manage and grow our online presence and engagement
Tech Workshop Support


Assist in organizing and promoting AI-related workshops and webinars


Help","['Photoshop', 'Communication']"
【Taiwan Mobile 實習計畫】Intern-電信金融社群剪輯設計,台灣大哥大,「台灣大實習計畫」熱烈招募中，實習生不限國籍、實習時間不限寒暑假、實習期間將由專屬導師(Mentor)帶領您，讓您和業界接軌，成為引導Web 3新時代的科技菁英，跟著我們一起Open Possible 展開您的人生新篇,[]
電商實習生 (兼職、轉正機會) E-commerce Project Assistant / Intern（Part-time）,造浪者創意策略有限公司,可以於平台投遞履歷，同時也可以將履歷寄至：[email protected]我們希望找到對於品牌運營管理有興趣，也希望能投入到相關產業的工作者，並且擁有細心與縝密的特質，主要的工作目標是,"['Word', 'Excel', 'PowerPoint', '']"
專案管理實習生,RevtelTech 忻旅科技股份有限公司,一套系統小至網頁，大到跨平台服務，是經過無數次的檢驗與測試才能夠呈現最好的結果。擁有良好使用者體驗的功能與介面，背後蘊含了許多的心血與努力， 是非常巨大且需要團隊合作才能達,"['google drive', 'powerpoint', 'excel']"
海外產品／專案管理實習生（非短期寒暑假實習）,玩美行動股份有限公司,"【海外產品／專案管理實習生】招募中！
我們正在尋找一位對產品設計與用戶體驗充滿熱情的實習生，加入我們的產品團隊。你將有機會參與多項 App 的產品優化與設計專案，協助進行在地化研究、介",[]
【Taiwan Mobile 實習計畫】Intern-財務,台灣大哥大,「台灣大實習計畫」熱烈招募中，實習生不限國籍、實習時間不限寒暑假、實習期間將由專屬導師(Mentor)帶領您，讓您和業界接軌，成為引導Web 3新時代的科技菁英，跟著我們一起Open Possible 展開您的人生新篇,[]
實習生 - 運營執行 (非短期寒暑假實習),玩美行動股份有限公司,喜歡拍照修圖、滑社群找靈感？這裡就是你發揮觀察力與數據敏銳度的舞台！我們正在尋找對美感有想法、樂於觀察趨勢與內容細節的實習夥伴加入團隊。你將從內容上架、數據分析到市場趨勢整,"['行銷', '社群行銷', '社群經營', '']"
人資實習生/工讀生 HR Intern/PT,蓋亞資訊有限公司,職缺描述 • 協助人才招募流程，包括履歷搜尋、面試邀約...等 • 協助部門日常行政支援與其他人資相關事務我們部門是一個美式氛圍團隊、採開放式溝通、鼓勵成員間提問、互相討論激發創意，我,[]
🌱 實習全端工程師 | 教育科技 AI 新創 DAHUA AI 🌱,DAHUA AI Corp.,"🧠 關於 DAHUA AI
DAHUA AI 是一間美國教育科技新創，致力於打造讓全球中文老師用 AI 快速生成教材、追蹤學生學習進度、整合教學管理的一站式平台。我們的產品目前已有來自世界各地的老師使用，並正","['React.js', 'Python', 'Node.js', '']"
運動行銷實習生,NorthWest Sports 西北國際運動行銷有限公司 & 西北網球學院,想法且發揮創意，因為我們與其他公司不同，是不被傳統框架所套牢的地方！」這是來自 Team NorthWest Sports 首位實習生 Jerry 的一段話期待未來加入我們的每一位夥伴也能夠有類似的感受Team NorthWest Sports 需要你一起為,"['社群行銷', '社群經營', '社群管理', '']"
【鯊客科技-SEO網站優化領導品牌】實習生(Intern)-Wordpress,鯊客科技有限公司,"理的預算，極大化行銷的效益。
對 SEO、數位行銷、網站經營、數據分析及自媒體經營有興趣者，歡迎加入！

【實習內容】
1. 與專案經理、行銷經理一起討論客戶Wordpress專案需求

【具備條件】
- 了解&nbsp; Wordpress 架構&nbsp;https://wordpress.","['WordPress Design', 'Wordpress', 'SEO Optimization', '']"
2025 實習培育計畫！社群行銷＆影音製作,Fu Experiential Design Inc.,"錯』是每位成員需要擁有的實操精神！
我們也很樂意提供推薦信、職涯輔導、或者成為你的職涯導師。

實習時間：每週至少參與10-12小時實習期間：暑期、秋季
實習職缺：社群行銷與活動企劃、影音製作

【社","['Word', 'PowerPoint', 'notion', '']"
實習生Intern（數位資產管理公司）,燦通國際資產管理股份有限公司,"FA部門：
投資分析實習生（目前額滿）
職責： 協助投資經理投前、投後策劃與執行，如輸出Web3區塊鏈行業、市場分析報告，協助發掘高潛力投資項目。協助設計合理的投資策略，與創業者會談接洽等。
要求：專",[]
實習生 - 網路文案編輯（遠端實習),禮品購 - 禮品客製,"上, 每星期最少3天，20小時以上。2 可配合整年工讀者優先錄取 / 表現好畢業後可優先轉正職3 實習為學分實習，故無提供薪資。實習期滿，給予實習證明，並依能力提供獎學金【實習獎學金】實習期","['SEO', 'copywriter']"
Wordpress 網站工程師  (遠端實習生 Intern),禮品購 - 禮品客製,"上, 每星期最少3天，20小時以上。2 可配合整年工讀者優先錄取 / 表現好畢業後可優先轉正職3 實習為學分實習，故無提供薪資。實習期滿，給予實習證明，並依能力提供獎學金【實習獎學金】實習期","['Wordpress Developer', 'Wordpress', 'WooCommerce']"
【LIGHT SEEKER 全英文暑期實習計畫】Cedars Digital PM Intern - AI Carbon Solution,LITEON_光寶科技股份有限公司,"About LIGHT SEEKER Program：
LIGHT SEEKER is LITEON Technology's all-English summer internship program.This year, we've taken it up a notch by adding more exciting elements and diverse training courses. You'll have the chance to connect with interns from around the world, and through departmental internships, you'll deeply explore LITEON, discover your true self, identify what you truly value, and even have the opportunity to secure a pre-offer!
Wanna know more a",[]
〔實習〕2025年 Early Win職場體驗計畫（一年期）,台新國際商業銀行 TAISHIN BANK,【計畫說明】1. 實習期間：2025.07.16 – 2026.07.31（一年期）2. 實習地點：全台（依職務據點所在地）3. 實習時間：週一至週五，每週至少安排三個整天實習【實習職務】｜大學學歷｜★ 存匯作業實習生（全,[]
【2025佰德實習計畫】獵頭實習生 Recruitment Consultant Intern (台北/新竹),Platinum International Consultants Ltd.,亞洲各主要市場。我們誠摯邀請對「招募產業」、「商業策略」與「人才市場」有興趣的你，加入我們的半年制實習計畫！—我們相信，好的實習不是從旁觀察，而是讓你真正參與、實戰學習。—在這裡，你將走進顧問的,[]
